73.460,130.360,0.000
73.375,130.215,0.000
73.280,130.135,0.000
73.145,130.265,0.000
73.010,130.375,0.000
72.930,130.230,0.000
72.845,130.085,0.000
72.710,130.205,0.000
72.570,130.360,0.000
72.440,130.460,0.000
72.335,130.430,0.000
72.255,130.275,0.000
72.150,130.240,0.000
72.025,130.325,0.000
71.920,130.290,0.000
71.815,130.250,0.000
71.710,130.225,0.000
71.600,130.215,0.000
71.470,130.315,0.000
71.335,130.455,0.000
71.215,130.525,0.000
71.115,130.445,0.000
71.015,130.385,0.000
70.910,130.365,0.000
70.790,130.425,0.000
70.680,130.395,0.000
70.580,130.350,0.000
70.480,130.290,0.000
70.380,130.230,0.000
70.260,130.275,0.000
70.150,130.270,0.000
70.035,130.295,0.000
69.900,130.435,0.000
69.810,130.325,0.000
69.710,130.255,0.000
69.580,130.355,0.000
69.465,130.390,0.000
69.335,130.475,0.000
69.215,130.545,0.000
69.115,130.475,0.000
69.010,130.445,0.000
68.895,130.470,0.000
68.775,130.520,0.000
68.665,130.520,0.000
68.565,130.465,0.000
68.460,130.425,0.000
68.335,130.505,0.000
68.210,130.580,0.000
68.115,130.500,0.000
68.005,130.485,0.000
67.895,130.500,0.000
67.790,130.440,0.000
67.685,130.410,0.000
67.575,130.415,0.000
67.460,130.440,0.000
67.345,130.475,0.000
67.245,130.395,0.000
67.165,130.220,0.000
67.065,130.145,0.000
66.945,130.205,0.000
66.820,130.285,0.000
66.700,130.355,0.000
66.580,130.390,0.000
66.435,130.605,0.000
66.285,130.840,0.000
66.150,131.000,0.000
66.005,131.195,0.000
65.860,131.400,0.000
65.810,131.045,0.000
65.850,130.105,0.000
65.830,129.545,0.000
65.665,129.860,0.000
65.500,130.215,0.000
65.350,130.445,0.000
65.200,130.690,0.000
65.030,131.075,0.000
64.795,131.815,0.000
64.545,132.690,0.000
65.590,125.265,0.000
65.520,125.005,0.000
65.405,124.995,0.000
65.285,125.045,0.000
65.180,124.970,0.000
65.100,124.745,0.000
65.070,124.185,0.000
65.025,123.745,0.000
64.930,123.595,0.000
64.800,123.685,0.000
64.650,123.910,0.000
64.520,124.040,0.000
64.405,124.020,0.000
64.275,124.125,0.000
64.135,124.280,0.000
64.005,124.385,0.000
63.875,124.490,0.000
63.765,124.480,0.000
63.650,124.450,0.000
63.540,124.425,0.000
63.440,124.340,0.000
63.325,124.330,0.000
63.215,124.290,0.000
63.105,124.260,0.000
62.990,124.265,0.000
62.880,124.250,0.000
62.760,124.285,0.000
62.640,124.300,0.000
62.520,124.350,0.000
62.395,124.405,0.000
62.285,124.380,0.000
62.175,124.340,0.000
62.070,124.265,0.000
61.965,124.190,0.000
61.850,124.185,0.000
61.745,124.145,0.000
61.635,124.115,0.000
61.505,124.230,0.000
61.375,124.320,0.000
61.260,124.325,0.000
61.140,124.340,0.000
61.010,124.455,0.000
60.865,124.690,0.000
60.715,124.905,0.000
60.590,124.985,0.000
60.495,124.870,0.000
60.410,124.640,0.000
60.335,124.355,0.000
60.250,124.130,0.000
60.135,124.135,0.000
60.015,124.160,0.000
59.885,124.275,0.000
59.765,124.320,0.000
59.665,124.215,0.000
59.550,124.210,0.000
59.410,124.375,0.000
59.290,124.445,0.000
59.180,124.420,0.000
59.045,124.520,0.000
58.905,124.715,0.000
58.790,124.715,0.000
58.675,124.730,0.000
58.540,124.910,0.000
58.380,125.215,0.000
58.230,125.485,0.000
58.075,125.805,0.000
57.920,126.120,0.000
57.660,127.240,0.000
56.855,129.055,0.000
56.640,129.830,0.000
56.455,130.365,0.000
56.300,130.725,0.000
56.205,130.560,0.000
56.195,129.755,0.000
56.175,129.035,0.000
56.015,129.390,0.000
55.830,129.980,0.000
55.685,130.225,0.000
55.560,130.315,0.000
55.425,130.475,0.000
55.280,130.695,0.000
55.150,130.835,0.000
55.035,130.855,0.000
54.930,130.775,0.000
54.820,130.715,0.000
54.705,130.740,0.000
54.580,130.815,0.000
54.460,130.875,0.000
54.340,130.940,0.000
54.210,131.015,0.000
54.085,131.135,0.000
53.965,131.160,0.000
53.860,131.110,0.000
53.745,131.100,0.000
53.620,131.200,0.000
53.510,131.170,0.000
53.420,130.975,0.000
53.315,130.915,0.000
53.185,131.010,0.000
53.060,131.100,0.000
52.950,131.080,0.000
52.845,131.020,0.000
52.730,131.025,0.000
52.620,130.995,0.000
52.505,130.980,0.000
52.385,131.010,0.000
52.270,131.035,0.000
52.155,131.050,0.000
52.040,131.065,0.000
51.915,131.120,0.000
51.805,131.110,0.000
51.700,131.040,0.000
51.590,131.015,0.000
51.475,131.005,0.000
51.360,131.020,0.000
51.255,130.940,0.000
51.150,130.845,0.000
51.030,130.915,0.000
50.905,131.000,0.000
50.785,131.055,0.000
50.670,131.070,0.000
50.545,131.125,0.000
50.420,131.220,0.000
50.310,131.205,0.000
50.190,131.240,0.000
50.070,131.305,0.000
49.955,131.305,0.000
49.850,131.215,0.000
49.755,131.060,0.000
49.650,130.980,0.000
49.530,131.060,0.000
49.405,131.115,0.000
49.290,131.160,0.000
49.165,131.235,0.000
49.050,131.225,0.000
48.950,131.135,0.000
48.830,131.180,0.000
48.700,131.310,0.000
48.585,131.325,0.000
48.475,131.275,0.000
48.370,131.215,0.000
48.265,131.110,0.000
48.170,130.980,0.000
48.055,130.970,0.000
47.925,131.110,0.000
47.800,131.175,0.000
47.705,131.045,0.000
47.605,130.900,0.000
47.495,130.895,0.000
47.365,131.010,0.000
47.235,131.120,0.000
47.135,131.040,0.000
47.045,130.800,0.000
46.925,130.855,0.000
46.785,131.080,0.000
46.675,131.030,0.000
46.565,131.010,0.000
46.435,131.150,0.000
46.320,131.135,0.000
46.205,131.105,0.000
46.085,131.135,0.000
45.965,131.180,0.000
45.840,131.235,0.000
45.720,131.300,0.000
45.600,131.270,0.000
45.495,131.200,0.000
45.375,131.235,0.000
45.255,131.265,0.000
45.130,131.345,0.000
44.995,131.460,0.000
44.885,131.440,0.000
44.775,131.360,0.000
44.660,131.340,0.000
44.535,131.425,0.000
44.410,131.480,0.000
44.295,131.460,0.000
44.190,131.360,0.000
44.080,131.300,0.000
43.960,131.345,0.000
43.845,131.335,0.000
43.735,131.245,0.000
43.620,131.225,0.000
43.500,131.260,0.000
43.375,131.335,0.000
43.255,131.345,0.000
43.145,131.315,0.000
43.020,131.405,0.000
42.895,131.490,0.000
42.770,131.510,0.000
42.655,131.525,0.000
42.540,131.515,0.000
42.430,131.445,0.000
42.325,131.310,0.000
42.215,131.250,0.000
42.090,131.360,0.000
41.960,131.455,0.000
41.855,131.330,0.000
41.750,131.260,0.000
41.620,131.365,0.000
41.500,131.400,0.000
41.385,131.380,0.000
41.265,131.435,0.000
41.140,131.510,0.000
41.025,131.460,0.000
40.920,131.340,0.000
40.805,131.320,0.000
40.690,131.300,0.000
40.570,131.355,0.000
40.445,131.430,0.000
40.330,131.380,0.000
40.220,131.350,0.000
40.095,131.405,0.000
39.970,131.510,0.000
39.850,131.555,0.000
39.735,131.525,0.000
39.620,131.510,0.000
39.510,131.415,0.000
39.405,131.315,0.000
39.285,131.335,0.000
39.175,131.275,0.000
39.060,131.245,0.000
38.920,131.500,0.000
38.785,131.710,0.000
38.660,131.775,0.000
38.540,131.830,0.000
38.405,132.010,0.000
38.255,132.400,0.000
38.120,132.600,0.000
38.000,132.630,0.000
37.885,132.580,0.000
37.795,132.315,0.000
37.715,131.900,0.000
37.630,131.535,0.000
37.535,131.265,0.000
37.395,131.550,0.000
37.255,131.810,0.000
37.115,132.105,0.000
36.955,132.600,0.000
