68.515,103.785,0.000
68.405,103.660,0.000
68.290,103.625,0.000
68.165,103.645,0.000
68.025,103.780,0.000
67.885,103.945,0.000
67.755,103.970,0.000
67.655,103.820,0.000
67.555,103.665,0.000
67.435,103.685,0.000
67.300,103.785,0.000
67.170,103.815,0.000
67.060,103.755,0.000
66.965,103.555,0.000
66.860,103.425,0.000
66.720,103.590,0.000
66.590,103.620,0.000
66.485,103.500,0.000
66.360,103.540,0.000
66.245,103.500,0.000
66.125,103.465,0.000
65.980,103.630,0.000
65.850,103.720,0.000
65.740,103.640,0.000
65.635,103.510,0.000
65.525,103.405,0.000
65.400,103.420,0.000
65.275,103.450,0.000
65.170,103.345,0.000
65.060,103.240,0.000
64.920,103.405,0.000
64.765,103.640,0.000
64.675,103.410,0.000
64.635,102.785,0.000
64.485,102.985,0.000
64.355,103.075,0.000
64.255,102.885,0.000
64.170,102.610,0.000
61.405,114.640,0.000
61.380,113.940,0.000
61.245,114.070,0.000
61.100,114.280,0.000
61.005,114.090,0.000
60.935,113.725,0.000
60.855,113.440,0.000
60.760,113.245,0.000
60.650,113.160,0.000
60.535,113.130,0.000
60.415,113.130,0.000
60.290,113.195,0.000
60.175,113.185,0.000
60.065,113.110,0.000
59.945,113.125,0.000
59.815,113.200,0.000
59.695,113.240,0.000
59.590,113.115,0.000
59.495,112.925,0.000
59.375,112.905,0.000
59.245,113.015,0.000
59.130,113.005,0.000
59.015,112.985,0.000
58.880,113.105,0.000
58.760,113.110,0.000
58.665,112.920,0.000
58.550,112.865,0.000
58.430,112.905,0.000
58.305,112.930,0.000
58.170,113.075,0.000
58.015,113.370,0.000
57.895,113.410,0.000
57.820,113.030,0.000
57.715,112.920,0.000
57.575,113.095,0.000
57.475,112.950,0.000
57.375,112.815,0.000
57.250,112.840,0.000
57.140,112.775,0.000
57.010,112.850,0.000
56.870,113.035,0.000
56.755,113.040,0.000
56.640,113.010,0.000
56.510,113.115,0.000
56.400,113.015,0.000
56.295,112.930,0.000
56.170,112.990,0.000
56.060,112.925,0.000
55.955,112.810,0.000
55.845,112.700,0.000
55.735,112.655,0.000
55.605,112.740,0.000
55.485,112.755,0.000
55.375,112.680,0.000
55.280,112.465,0.000
55.180,112.315,0.000
55.035,112.540,0.000
54.890,112.810,0.000
54.760,112.905,0.000
54.660,112.715,0.000
54.590,112.280,0.000
